Início de Coleta;Serviço 1;Embarcação 1;17-09-2014-19:12:52;samsung-SM-T211M;17/09/2014 19:12:52
17/09/2014 19:12:54;-26.159770851954818;-48.564894665032625;1.2258313;3.2273839;8.77235534,4
17/09/2014 19:12:54;-26.159770851954818;-48.564894665032625;1.2258313;3.2273839;8.77235534,4
17/09/2014 19:12:54;-26.159770851954818;-48.564894665032625;1.2258313;3.2273839;8.77235534,4
17/09/2014 19:12:54;-26.159770851954818;-48.564894665032625;1.2258313;3.2273839;8.77235534,4
17/09/2014 19:12:59;-26.159986057318747;-48.56532205827534;-8.571242;-0.5746084;-2.269703136,0
17/09/2014 19:12:59;-26.159986057318747;-48.56532205827534;-8.571242;-0.5746084;-2.269703136,0
17/09/2014 19:12:59;-26.159986057318747;-48.56532205827534;-8.571242;-0.5746084;-2.269703136,0
17/09/2014 19:12:59;-26.159986057318747;-48.56532205827534;-8.571242;-0.5746084;-2.269703136,0
17/09/2014 19:13:04;-26.1601844150573;-48.56573201715946;-3.7541082;-9.595961;6.186617432,6
17/09/2014 19:13:04;-26.1601844150573;-48.56573201715946;-3.7541082;-9.595961;6.186617432,6
17/09/2014 19:13:04;-26.1601844150573;-48.56573201715946;-3.7541082;-9.595961;6.186617432,6
17/09/2014 19:13:04;-26.1601844150573;-48.56573201715946;-3.7541082;-9.595961;6.186617432,6
17/09/2014 19:13:09;-26.160396351478994;-48.566152369603515;-3.9743748;-8.37013;1.513135434,9
17/09/2014 19:13:09;-26.160396351478994;-48.566152369603515;-4.223372;-7.920019;1.53228934,9
17/09/2014 19:13:09;-26.160396351478994;-48.566152369603515;-4.223372;-7.920019;1.53228934,9
17/09/2014 19:13:09;-26.160396351478994;-48.566152369603515;-4.223372;-7.920019;1.53228934,9
17/09/2014 19:13:14;-26.16059902589768;-48.56657272204757;-4.050989;-8.312668;1.474828235,3
17/09/2014 19:13:14;-26.16059902589768;-48.56657272204757;-4.050989;-8.312668;1.474828235,3
17/09/2014 19:13:14;-26.16059902589768;-48.56657272204757;-4.050989;-8.312668;1.474828235,3
17/09/2014 19:13:14;-26.16059902589768;-48.56657272204757;-4.050989;-8.312668;1.474828235,3
17/09/2014 19:13:19;-26.160833844915032;-48.566987877711654;-3.964798;-8.264784;1.321599435,1
17/09/2014 19:13:19;-26.160833844915032;-48.566987877711654;-3.964798;-8.264784;1.321599435,1
17/09/2014 19:13:19;-26.160833844915032;-48.566987877711654;-3.964798;-8.264784;1.321599435,1
17/09/2014 19:13:19;-26.160833844915032;-48.566987877711654;-3.964798;-8.264784;1.321599435,1
17/09/2014 19:13:24;-26.161065520718694;-48.56739322654903;-3.5051112;-8.121132;2.106897635,3
17/09/2014 19:13:24;-26.161065520718694;-48.56739322654903;-3.5051112;-8.121132;2.106897635,3
17/09/2014 19:13:24;-26.161065520718694;-48.56739322654903;-3.5051112;-8.121132;2.106897635,3
17/09/2014 19:13:24;-26.161065520718694;-48.56739322654903;-3.5051112;-8.121132;2.106897635,3
17/09/2014 19:13:29;-26.161370160989463;-48.56773269362748;-4.5394063;-9.672575;0.2011129434,4
17/09/2014 19:13:29;-26.161370160989463;-48.56773269362748;-4.5394063;-9.672575;0.2011129434,4
17/09/2014 19:13:29;-26.161370160989463;-48.56773269362748;-4.5394063;-9.672575;0.2011129434,4
17/09/2014 19:13:29;-26.161370160989463;-48.56773269362748;-4.5394063;-9.672575;0.2011129434,4
17/09/2014 19:13:34;-26.161685739643872;-48.56802857480943;-4.271256;-8.647857;1.48440532,0
17/09/2014 19:13:34;-26.161685739643872;-48.56802857480943;-4.271256;-8.647857;1.48440532,0
17/09/2014 19:13:34;-26.161685739643872;-48.56802857480943;-4.271256;-8.647857;1.48440532,0
17/09/2014 19:13:34;-26.161685739643872;-48.56802857480943;-4.271256;-8.647857;1.48440532,0
17/09/2014 19:13:39;-26.162000186741352;-48.568305345252156;-3.8115692;-9.643845;1.589749932,6
17/09/2014 19:13:39;-26.162000186741352;-48.568305345252156;-3.8115692;-9.643845;1.589749932,6
17/09/2014 19:13:39;-26.162000186741352;-48.568305345252156;-3.8115692;-9.643845;1.589749932,6
17/09/2014 19:13:39;-26.162000186741352;-48.568305345252156;-3.8115692;-9.643845;1.589749932,6
17/09/2014 19:13:44;-26.16234644316137;-48.56857339851558;-4.0318356;-8.494628;2.394201832,4
17/09/2014 19:13:44;-26.16234644316137;-48.56857339851558;-4.0318356;-8.494628;2.394201832,4
17/09/2014 19:13:44;-26.16234644316137;-48.56857339851558;-4.0318356;-8.494628;2.394201832,4
17/09/2014 19:13:44;-26.16234644316137;-48.56857339851558;-4.0318356;-8.494628;2.394201832,4
17/09/2014 19:13:49;-26.162654059007764;-48.56886743567884;-4.2042184;-8.935161;1.273715331,3
17/09/2014 19:13:49;-26.162654059007764;-48.56886743567884;-4.2042184;-8.935161;1.273715331,3
17/09/2014 19:13:49;-26.162654059007764;-48.56886743567884;-4.2042184;-8.935161;1.273715331,3
17/09/2014 19:13:49;-26.162654059007764;-48.56886743567884;-4.2042184;-8.935161;1.273715331,3
17/09/2014 19:13:54;-26.162953125312924;-48.56917228549719;-3.8786068;-7.1826053;2.097320832,6
17/09/2014 19:13:54;-26.162953125312924;-48.56917228549719;-3.8786068;-7.1826053;2.097320832,6
17/09/2014 19:13:54;-26.162953125312924;-48.56917228549719;-3.8786068;-7.1826053;2.097320832,6
17/09/2014 19:13:54;-26.162953125312924;-48.56917228549719;-3.8786068;-7.1826053;2.097320832,6
17/09/2014 19:13:59;-26.16328169591725;-48.569453498348594;-3.7924154;-9.308656;2.011129433,3
17/09/2014 19:13:59;-26.16328169591725;-48.569453498348594;-3.7924154;-9.308656;2.011129433,3
17/09/2014 19:13:59;-26.16328169591725;-48.569453498348594;-3.7924154;-9.308656;2.011129433,3
17/09/2014 19:13:59;-26.16328169591725;-48.569453498348594;-3.7924154;-9.308656;2.011129433,3
17/09/2014 19:14:04;-26.163612864911556;-48.5697606112808;-5.0182467;-9.040505;0.3256114434,0
17/09/2014 19:14:04;-26.163612864911556;-48.5697606112808;-5.0182467;-9.040505;0.3256114434,0
17/09/2014 19:14:04;-26.163612864911556;-48.5697606112808;-5.0182467;-9.040505;0.3256114434,0
17/09/2014 19:14:04;-26.163612864911556;-48.5697606112808;-5.0182467;-9.040505;0.3256114434,0
17/09/2014 19:14:09;-26.163965072482824;-48.570018857717514;-4.663905;-7.97748;0.9289502534,9
17/09/2014 19:14:09;-26.163965072482824;-48.570018857717514;-4.663905;-7.97748;0.9289502534,9
17/09/2014 19:14:09;-26.163965072482824;-48.570018857717514;-4.663905;-7.97748;0.9289502534,9
17/09/2014 19:14:09;-26.163965072482824;-48.570018857717514;-4.663905;-7.97748;0.9289502534,9
17/09/2014 19:14:14;-26.16432427894324;-48.570277439430356;-4.146757;-8.829816;1.273715333,8
17/09/2014 19:14:14;-26.16432427894324;-48.570277439430356;-4.146757;-8.829816;1.273715333,8
17/09/2014 19:14:14;-26.16432427894324;-48.570277439430356;-4.271256;-8.7053175;1.465251433,8
17/09/2014 19:14:14;-26.16432427894324;-48.570277439430356;-4.271256;-8.7053175;1.465251433,8
17/09/2014 19:14:19;-26.164651508443058;-48.570554461330175;-4.9703627;-8.456321;0.727837333,1
17/09/2014 19:14:19;-26.164651508443058;-48.570554461330175;-4.9703627;-8.456321;0.727837333,1
17/09/2014 19:14:19;-26.164651508443058;-48.570554461330175;-4.9703627;-8.456321;0.727837333,1
17/09/2014 19:14:19;-26.164651508443058;-48.570554461330175;-4.9703627;-8.456321;0.727837333,1
17/09/2014 19:14:24;-26.164931212551892;-48.57086551375687;-4.405331;-7.97748;0.7948749731,7
17/09/2014 19:14:24;-26.164931212551892;-48.57086551375687;-4.405331;-7.97748;0.7948749731,7
17/09/2014 19:14:24;-26.164931212551892;-48.57086551375687;-4.4436383;-9.423578;0.4884171531,7
17/09/2014 19:14:24;-26.164931212551892;-48.57086551375687;-4.4436383;-9.423578;0.4884171531,7
17/09/2014 19:14:29;-26.165265566669405;-48.57118553481996;-4.003105;-5.602432;1.608903533,5
17/09/2014 19:14:29;-26.165265566669405;-48.57118553481996;-4.003105;-5.602432;1.608903533,5
17/09/2014 19:14:29;-26.165265566669405;-48.57118553481996;-4.003105;-5.602432;1.608903533,5
17/09/2014 19:14:29;-26.165265566669405;-48.57118553481996;-4.003105;-5.602432;1.608903533,5
17/09/2014 19:14:34;-26.16555528715253;-48.571467250585556;-4.261679;-8.130709;1.48440531,0
17/09/2014 19:14:34;-26.16555528715253;-48.571467250585556;-4.261679;-8.130709;1.48440531,0
17/09/2014 19:14:34;-26.16555528715253;-48.571467250585556;-4.261679;-8.130709;1.48440531,0
