Início de Coleta;Serviço 1;Embarcação 1;17-09-2014-15:33:24;samsung-SM-T211M;17/09/2014 15:33:24
17/09/2014 15:33:27;-26.226612380705774;-48.63501406274736;7.335834;3.6870706;7.2879536,7
17/09/2014 15:33:28;-26.226540505886078;-48.634949354454875;0.36391866;10.342952;2.355894636,7
17/09/2014 15:33:28;-26.226540505886078;-48.634949354454875;0.36391866;10.342952;2.355894636,7
17/09/2014 15:33:28;-26.226540505886078;-48.634949354454875;0.36391866;10.342952;2.355894636,7
17/09/2014 15:33:32;-26.226230124011636;-48.63472815603018;1.4748282;9.289502;2.700659537,1
17/09/2014 15:33:33;-26.226148274727166;-48.63467291928828;3.4476504;9.155427;3.399766437,8
17/09/2014 15:33:33;-26.226148274727166;-48.63467291928828;3.4476504;9.155427;3.399766437,8
17/09/2014 15:33:33;-26.226148274727166;-48.63467291928828;3.4476504;9.155427;3.399766437,8
17/09/2014 15:33:37;-26.225839946419;-48.63444291986525;6.196194;5.755661;9.19373436,7
17/09/2014 15:33:38;-26.225760988891125;-48.63438801839948;3.6870706;2.7485435;9.28950236,9
17/09/2014 15:33:38;-26.225760988891125;-48.63438801839948;3.6870706;2.7485435;9.28950236,9
17/09/2014 15:33:38;-26.225760988891125;-48.63438801839948;3.6870706;2.7485435;9.28950236,9
17/09/2014 15:33:42;-26.22544821817428;-48.63415114581585;6.2728086;11.990162;2.652775538,2
17/09/2014 15:33:43;-26.225367500446737;-48.63409297540784;10.850522;4.1946416;2.806004337,8
17/09/2014 15:33:43;-26.225367500446737;-48.63409297540784;10.850522;4.1946416;2.806004337,8
17/09/2014 15:33:43;-26.225367500446737;-48.63409297540784;10.850522;4.1946416;2.806004337,8
17/09/2014 15:33:47;-26.225048317573965;-48.6338809132576;7.6614456;7.9104424;-3.648763436,0
17/09/2014 15:33:48;-26.22496973723173;-48.63383154384792;7.469909;8.762778;-0.3256114436,2
17/09/2014 15:33:48;-26.22496973723173;-48.63383154384792;7.469909;8.762778;-0.3256114436,2
17/09/2014 15:33:48;-26.22496973723173;-48.63383154384792;7.469909;8.762778;-0.3256114436,2
17/09/2014 15:33:52;-26.22464334592223;-48.63362945616245;0.5746084;8.628703;-0.2011129437,8
17/09/2014 15:33:53;-26.22456363402307;-48.633579751476645;-0.1340753;7.833828;0.0861912636,9
17/09/2014 15:33:53;-26.22456363402307;-48.633579751476645;-0.1340753;7.833828;0.0861912636,9
17/09/2014 15:33:53;-26.22456363402307;-48.633579751476645;-0.1340753;7.833828;0.0861912636,9
17/09/2014 15:33:57;-26.22423481196165;-48.63337808288634;0.40222588;10.084377;-0.07661445438,0
17/09/2014 15:33:58;-26.22414923273027;-48.63332745619118;0.32561144;11.319786;0.565031638,5
17/09/2014 15:33:58;-26.22414923273027;-48.63332745619118;0.32561144;11.319786;0.565031638,5
17/09/2014 15:33:58;-26.22414923273027;-48.63332745619118;0.32561144;11.319786;0.565031638,5
17/09/2014 15:34:02;-26.22380544897169;-48.633139953017235;-0.019153614;6.9240313;0.1628057237,3
17/09/2014 15:34:03;-26.22372468933463;-48.633087649941444;-0.038307227;8.858546;0.536301237,3
17/09/2014 15:34:03;-26.22372468933463;-48.633087649941444;-0.038307227;8.858546;0.536301237,3
17/09/2014 15:34:03;-26.22372468933463;-48.633087649941444;0.6991069;6.8091097;0.07661445437,3
17/09/2014 15:34:07;-26.223394609987736;-48.63288204185665;0.7278373;9.299079;0.3447650437,1
17/09/2014 15:34:08;-26.223313556984067;-48.63282898440957;-0.6512229;10.496181;0.995987937,1
17/09/2014 15:34:08;-26.223313556984067;-48.63282898440957;-0.6512229;10.496181;0.995987937,1
17/09/2014 15:34:08;-26.223313556984067;-48.63282898440957;-0.6512229;10.496181;0.995987937,1
17/09/2014 15:34:12;-26.222993996925652;-48.63261549733579;0.7565677;9.308656;0.3926490836,9
17/09/2014 15:34:13;-26.22291428502649;-48.63255665637553;1.4269443;8.552089;0.976834337,3
17/09/2014 15:34:13;-26.22291428502649;-48.63255665637553;1.4269443;8.552089;0.976834337,3
17/09/2014 15:34:13;-26.22291428502649;-48.63255665637553;1.4269443;8.552089;0.976834337,3
17/09/2014 15:34:17;-26.222598664462566;-48.63232213072479;0.7757214;9.634268;0.3639186637,1
17/09/2014 15:34:18;-26.22251912020147;-48.632261445745826;1.5993267;8.810662;0.1915361338,0
17/09/2014 15:34:18;-26.22251912020147;-48.632261445745826;0.11492168;10.448297;0.1053448838,0
17/09/2014 15:34:18;-26.22251912020147;-48.632261445745826;0.11492168;10.448297;0.1053448838,0
17/09/2014 15:34:22;-26.222213013097644;-48.63200864754617;-0.18195933;7.824251;-0.3734954637,8
17/09/2014 15:34:23;-26.222142395563424;-48.631945699453354;-1.8483237;9.605537;1.43652136,5
17/09/2014 15:34:23;-26.222142395563424;-48.631945699453354;-1.8483237;9.605537;1.43652136,5
17/09/2014 15:34:23;-26.222142395563424;-48.631945699453354;-1.8483237;9.605537;1.43652136,5
17/09/2014 15:34:27;-26.22184223961085;-48.63170354627073;-0.2777274;7.393295;0.54587837,6
17/09/2014 15:34:28;-26.221761479973793;-48.6316479742527;0.7469909;9.653421;1.656787637,8
17/09/2014 15:34:28;-26.221761479973793;-48.6316479742527;0.7469909;9.653421;1.656787637,8
17/09/2014 15:34:28;-26.221761479973793;-48.6316479742527;0.7469909;9.653421;1.656787637,8
17/09/2014 15:34:32;-26.22142461128533;-48.63146340474486;-0.15322891;7.7093296;0.3160346237,3
17/09/2014 15:34:33;-26.221338571049273;-48.631425350904465;0.51714754;10.97502;0.986411137,1
17/09/2014 15:34:33;-26.221338571049273;-48.631425350904465;0.51714754;10.97502;0.986411137,1
17/09/2014 15:34:33;-26.221338571049273;-48.631425350904465;0.51714754;10.97502;0.986411137,1
17/09/2014 15:34:37;-26.220990428701043;-48.6312769073993;0.10534488;8.063671;0.2968810236,5
17/09/2014 15:34:38;-26.22090698685497;-48.63123667426407;-0.51714754;10.496181;0.4118026836,5
17/09/2014 15:34:38;-26.22090698685497;-48.63123667426407;-0.51714754;10.496181;0.4118026836,5
17/09/2014 15:34:38;-26.22090698685497;-48.63123667426407;-0.51714754;10.496181;0.4118026836,5
17/09/2014 15:34:42;-26.220567310228944;-48.63107037730515;0.39264908;11.15698;0.2489969736,7
17/09/2014 15:34:43;-26.220485754311085;-48.63102779723704;-0.019153614;8.39886;0.5841852436,5
17/09/2014 15:34:43;-26.220485754311085;-48.63102779723704;-0.019153614;8.39886;0.5841852436,5
17/09/2014 15:34:43;-26.220485754311085;-48.63102779723704;-0.019153614;8.39886;0.5841852436,5
17/09/2014 15:34:47;-26.220158147625625;-48.63084213808179;0.08619126;10.515334;0.4022258836,7
17/09/2014 15:34:48;-26.22007353231311;-48.63079528324306;-0.29688102;9.308656;0.3926490837,6
17/09/2014 15:34:48;-26.22007353231311;-48.63079528324306;-0.29688102;9.308656;0.3926490837,6
17/09/2014 15:34:48;-26.22007353231311;-48.63079528324306;-0.29688102;9.308656;0.3926490837,6
17/09/2014 15:34:52;-26.219738801009953;-48.63060032017529;-0.36391866;12.765883;-3.26569136,9
17/09/2014 15:34:53;-26.219655401073396;-48.630550783127546;0.02873042;8.935161;-0.4884171537,6
17/09/2014 15:34:53;-26.219655401073396;-48.630550783127546;0.02873042;8.935161;-0.4884171537,6
17/09/2014 15:34:53;-26.219655401073396;-48.630550783127546;0.02873042;8.935161;-0.4884171537,6
17/09/2014 15:34:57;-26.219326872378588;-48.63034383393824;-0.33518824;9.816227;0.6320692337,8
17/09/2014 15:34:58;-26.21924359817058;-48.63029345870018;-0.24899697;8.925584;-0.3160346237,8
17/09/2014 15:34:58;-26.21924359817058;-48.63029345870018;-0.24899697;8.925584;-0.3160346237,8
17/09/2014 15:34:58;-26.21924359817058;-48.63029345870018;-0.24899697;8.925584;-0.3160346237,8
17/09/2014 15:35:02;-26.218906729482114;-48.63010687753558;1.7238252;11.798626;-2.451662537,3
17/09/2014 15:35:03;-26.218822156079113;-48.63006169907749;0.48841715;7.6135616;-0.0574608437,6
17/09/2014 15:35:03;-26.218822156079113;-48.63006169907749;0.48841715;7.6135616;-0.0574608437,6
17/09/2014 15:35:03;-26.218822156079113;-48.63006169907749;0.48841715;7.6135616;-0.0574608437,6
17/09/2014 15:35:07;-26.218483527190983;-48.629882829263806;-1.3790601;2.882619;-9.69172938,7
17/09/2014 15:35:08;-26.2183971516788;-48.629842763766646;0.22984336;1.7429788;-8.4275938,0
17/09/2014 15:35:08;-26.2183971516788;-48.629842763766646;0.22984336;1.7429788;-8.4275938,0
17/09/2014 15:35:08;-26.2183971516788;-48.629842763766646;-1.2545617;2.183512;-8.188169538,0
17/09/2014 15:35:12;-26.218042513355613;-48.62976313568652;0.038307227;2.327164;-7.498639637,8
17/09/2014 15:35:13;-26.217953790910542;-48.62973748706281;0.076614454;2.3654714;-9.61511436,9
17/09/2014 15:35:13;-26.217953790910542;-48.62973748706281;0.076614454;2.3654714;-9.61511436,9
17/09/2014 15:35:13;-26.217953790910542;-48.62973748706281;0.076614454;2.3654714;-9.61511436,9
17/09/2014 15:35:17;-26.217625471763313;-48.62954252399504;-0.62249243;2.9496565;-8.78193236,7
17/09/2014 15:35:18;-26.217550872825086;-48.629481084644794;0.4405331;2.4995465;-11.00375136,9
17/09/2014 15:35:18;-26.217550872825086;-48.629481084644794;0.4405331;2.4995465;-11.00375136,9
17/09/2014 15:35:18;-26.217550872825086;-48.629481084644794;0.4405331;2.4995465;-11.00375136,9
17/09/2014 15:35:22;-26.217283280566335;-48.62918629311025;-0.8523358;2.4037786;-8.044517537,1
17/09/2014 15:35:23;-26.217217189259827;-48.62911186181009;-1.1492168;2.7964275;-9.76834337,3
17/09/2014 15:35:23;-26.217217189259827;-48.62911186181009;0.4309563;1.1971009;-6.57926637,3
17/09/2014 15:35:23;-26.217217189259827;-48.62911186181009;0.4309563;1.1971009;-6.57926637,3
17/09/2014 15:35:27;-26.216950016096234;-48.62883693538606;-0.9864111;10.275913;0.574608433,5
17/09/2014 15:35:28;-26.216884050518274;-48.62876300700009;1.7046716;7.086837;-0.4501099335,5
17/09/2014 15:35:28;-26.216884050518274;-48.62876300700009;1.7046716;7.086837;-0.4501099335,5
17/09/2014 15:35:28;-26.216884050518274;-48.62876300700009;1.7046716;7.086837;-0.4501099335,5
17/09/2014 15:35:32;-26.216596132144332;-48.628479363396764;1.283292;7.1730285;-0.0670376537,3
17/09/2014 15:35:33;-26.2165252212435;-48.62841088324785;2.384625;10.352529;-0.2394201837,1
17/09/2014 15:35:33;-26.2165252212435;-48.62841088324785;2.384625;10.352529;-0.2394201837,1
17/09/2014 15:35:33;-26.2165252212435;-48.62841088324785;2.384625;10.352529;-0.2394201837,1
17/09/2014 15:35:37;-26.21624870225787;-48.628114918246865;2.2505496;10.821792;-0.4884171537,8
17/09/2014 15:35:38;-26.21618185658008;-48.62803746946156;1.5610195;11.501745;-0.3639186638,0
17/09/2014 15:35:38;-26.21618185658008;-48.62803746946156;1.5610195;11.501745;-0.3639186638,0
17/09/2014 15:35:38;-26.21618185658008;-48.62803746946156;1.5610195;11.501745;-0.3639186638,0
17/09/2014 15:35:42;-26.21591292321682;-48.627744019031525;2.0207062;9.050082;0.2489969737,1
17/09/2014 15:35:43;-26.215846412815154;-48.627671180292964;2.9975405;6.9144545;-3.82114637,1
17/09/2014 15:35:43;-26.215846412815154;-48.627671180292964;2.9975405;6.9144545;-3.82114637,1
17/09/2014 15:35:43;-26.215846412815154;-48.627671180292964;2.9975405;6.9144545;-3.82114637,1
17/09/2014 15:35:47;-26.21557073201984;-48.62738812342286;5.0374002;10.496181;-0.995987937,1
17/09/2014 15:35:48;-26.21550053358078;-48.6273187212646;2.2505496;7.469909;-0.526724437,1
17/09/2014 15:35:48;-26.21550053358078;-48.6273187212646;2.2505496;7.469909;-0.526724437,1
17/09/2014 15:35:48;-26.21550053358078;-48.6273187212646;2.2505496;7.469909;-0.526724437,1
17/09/2014 15:35:52;-26.21522443369031;-48.62703130580485;3.083732;9.414001;-1.407790537,8
17/09/2014 15:35:53;-26.21515733655542;-48.62695896998048;2.6527755;8.341399;-2.116474437,3
17/09/2014 15:35:53;-26.21515733655542;-48.62695896998048;2.6527755;8.341399;-2.116474437,3
17/09/2014 15:35:53;-26.21515733655542;-48.62695896998048;2.6527755;8.341399;-2.116474437,3
17/09/2014 15:35:57;-26.21489125303924;-48.626665184274316;3.7349546;10.218452;-1.455674636,9
17/09/2014 15:35:58;-26.21482801157981;-48.626591423526406;3.572149;8.552089;-1.972822236,7
17/09/2014 15:35:58;-26.21482801157981;-48.626591423526406;3.572149;8.552089;-1.972822236,7
17/09/2014 15:35:58;-26.21482801157981;-48.626591423526406;3.572149;8.552089;-1.972822236,7
17/09/2014 15:36:02;-26.214579865336418;-48.62628967501223;2.480393;7.4986396;-1.168370537,1
17/09/2014 15:36:03;-26.214519222266972;-48.62621130421758;3.4093432;10.821792;-2.470816137,1
17/09/2014 15:36:03;-26.214519222266972;-48.62621130421758;3.4093432;10.821792;-2.470816137,1
17/09/2014 15:36:03;-26.214519222266972;-48.62621130421758;3.4093432;10.821792;-2.470816137,1
17/09/2014 15:36:07;-26.21426608879119;-48.62591274082661;4.76925;9.375694;-1.379060136,9
17/09/2014 15:36:08;-26.214199410751462;-48.62584006972611;2.336741;9.270349;0.0861912637,1
17/09/2014 15:36:08;-26.214199410751462;-48.62584006972611;2.336741;9.270349;0.0861912637,1
17/09/2014 15:36:08;-26.214199410751462;-48.62584006972611;2.336741;9.270349;0.0861912637,1
17/09/2014 15:36:12;-26.213926998898387;-48.6255556717515;4.2425256;10.94629;-1.101332837,6
17/09/2014 15:36:13;-26.21385483071208;-48.62548744305968;3.064578;9.279925;-2.403778637,6
17/09/2014 15:36:13;-26.21385483071208;-48.62548744305968;2.0015526;6.4068837;-1.369483437,6
17/09/2014 15:36:13;-26.21385483071208;-48.62548744305968;2.0015526;6.4068837;-1.369483437,6
17/09/2014 15:36:17;-26.213572695851326;-48.62521109171212;1.7238252;10.093954;-0.4788403537,3
17/09/2014 15:36:18;-26.21350526344031;-48.62514085136354;3.2465374;7.8050976;-0.5841852436,9
