862,23.793360,38.021434,(2002, 9, 14),(9, 19, 33)
862,23.790908,38.023185,(2002, 9, 14),(9, 20, 3)
862,23.789749,38.024204,(2002, 9, 14),(9, 20, 33)
862,23.789749,38.026004,(2002, 9, 14),(9, 21, 3)
862,23.791630,38.029113,(2002, 9, 14),(9, 21, 33)
862,23.936230,37.960323,(2002, 9, 16),(10, 7, 36)
862,23.947121,37.959564,(2002, 9, 16),(10, 9, 6)
862,23.949181,37.959125,(2002, 9, 16),(10, 9, 36)
862,23.952711,37.958743,(2002, 9, 16),(10, 10, 6)
862,23.957340,37.957244,(2002, 9, 16),(10, 10, 36)
862,23.961171,37.955325,(2002, 9, 16),(10, 11, 6)
862,23.959199,37.952957,(2002, 9, 16),(10, 11, 36)
862,23.957730,37.951365,(2002, 9, 16),(10, 12, 6)
862,23.956419,37.949027,(2002, 9, 16),(10, 12, 36)
862,23.953259,37.945697,(2002, 9, 16),(10, 13, 6)
862,23.950199,37.942565,(2002, 9, 16),(10, 13, 36)
862,23.947709,37.940567,(2002, 9, 16),(10, 14, 6)
863,23.838133,38.128649,(2002, 9, 10),(7, 54, 14)
863,23.836966,38.126044,(2002, 9, 10),(9, 8, 44)
863,23.837216,38.126628,(2002, 9, 10),(9, 27, 14)
863,23.837794,38.127799,(2002, 9, 10),(10, 51, 14)
863,23.836912,38.126040,(2002, 9, 10),(11, 49, 14)
863,23.837019,38.126170,(2002, 9, 10),(12, 29, 44)
863,23.836551,38.125274,(2002, 9, 10),(13, 4, 14)
863,23.836790,38.125693,(2002, 9, 10),(14, 11, 14)
863,23.837986,38.128181,(2002, 9, 10),(14, 40, 14)
863,23.836265,38.124969,(2002, 9, 10),(15, 24, 14)
863,23.837669,38.127593,(2002, 9, 10),(15, 55, 44)
863,23.837767,38.128158,(2002, 9, 10),(16, 53, 14)
863,23.837883,38.128032,(2002, 9, 11),(7, 29, 16)
863,23.837032,38.126170,(2002, 9, 11),(7, 29, 46)
863,23.837597,38.127353,(2002, 9, 11),(9, 7, 46)
863,23.838139,38.128623,(2002, 9, 11),(9, 22, 16)
863,23.837906,38.128226,(2002, 9, 12),(9, 23, 16)
863,23.837187,38.126655,(2002, 9, 12),(11, 31, 16)
863,23.838371,38.129027,(2002, 9, 12),(15, 1, 16)
863,23.836691,38.125426,(2002, 9, 12),(15, 1, 46)
863,23.837854,38.128207,(2002, 9, 12),(16, 1, 16)
863,23.836995,38.126094,(2002, 9, 13),(7, 41, 17)
863,23.838005,38.128364,(2002, 9, 13),(8, 32, 47)
863,23.838515,38.129432,(2002, 9, 13),(10, 2, 17)
863,23.836503,38.125212,(2002, 9, 13),(10, 2, 47)
863,23.837718,38.127719,(2002, 9, 13),(11, 29, 17)
863,23.837937,38.128116,(2002, 9, 14),(7, 39, 18)
863,23.838111,38.128665,(2002, 9, 14),(8, 22, 48)
863,23.838560,38.129486,(2002, 9, 14),(8, 33, 18)
863,23.836640,38.125434,(2002, 9, 14),(8, 33, 48)
863,23.838018,38.128135,(2002, 9, 14),(9, 21, 18)
863,23.837965,38.128280,(2002, 9, 14),(10, 13, 48)
863,23.836951,38.126273,(2002, 9, 14),(11, 12, 18)
863,23.837118,38.126792,(2002, 9, 16),(8, 5, 21)
863,23.837015,38.126071,(2002, 9, 16),(9, 19, 51)
863,23.837344,38.127036,(2002, 9, 16),(9, 58, 21)
863,23.837198,38.126773,(2002, 9, 16),(11, 8, 51)
863,23.837168,38.126579,(2002, 9, 16),(11, 19, 51)
863,23.836866,38.126144,(2002, 9, 16),(12, 25, 51)
863,23.836807,38.125724,(2002, 9, 16),(12, 34, 51)
863,23.836495,38.124954,(2002, 9, 16),(13, 46, 51)
863,23.838053,38.128333,(2002, 9, 16),(14, 4, 51)
863,23.838497,38.129302,(2002, 9, 16),(15, 43, 21)
863,23.836638,38.125354,(2002, 9, 16),(15, 43, 51)
863,23.837543,38.127563,(2002, 9, 16),(17, 26, 53)
